id,name,description,category,subcategory,category_confidence,category_evidence,art_class,art_class_confidence,art_class_evidence,flags,wire_extra_bytes,visual_group,visual_group_reason,visual_group_confidence,map_occurrence_sectors,map_regions,priority,priority_evidence,source,sprite_geometry
2506,a hammock,,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Height,Unlay,Unmove,Unpass",,name:a hammock|structure,shared name and category,INFERRED,18,Banuta;PortHope,P2,"map regions: Banuta,PortHope",./dat/objects.srv,UNRESOLVED
2507,a hammock,,furniture,bed,DEMONSTRATED,flag:Bed,unclassified_named,UNRESOLVED,name matched no art keyword,"Bed,Height,Text,Unlay,Unmove,Unpass,UseEvent",,name:a hammock|furniture,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2508,a hammock,Somebody is sleeping there,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Height,Unlay,Unmove,Unpass",,name:a hammock|structure,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2509,a hammock,,furniture,bed,DEMONSTRATED,flag:Bed,unclassified_named,UNRESOLVED,name matched no art keyword,"Bed,Height,Text,Unlay,Unmove,Unpass,UseEvent",,name:a hammock|furniture,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2510,a hammock,Somebody is sleeping there,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Height,Unlay,Unmove,Unpass",,name:a hammock|structure,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2511,a grass mat,,item,unspecified,INFERRED,no categorising flag,vegetation,INFERRED,name:grass,Unmove,,name:a grass mat|item,shared name and category,INFERRED,52,Banuta;Chor;Efreet;Trapwood,P2,"map regions: Banuta,Chor,Efreet,Trapwood",./dat/objects.srv,UNRESOLVED
2512,a grass mat,,item,unspecified,INFERRED,no categorising flag,vegetation,INFERRED,name:grass,Unmove,,name:a grass mat|item,shared name and category,INFERRED,48,Banuta;Chor;Efreet;Trapwood,P2,"map regions: Banuta,Chor,Efreet,Trapwood",./dat/objects.srv,UNRESOLVED
2513,a grass mat,,item,unspecified,INFERRED,no categorising flag,vegetation,INFERRED,name:grass,Unmove,,name:a grass mat|item,shared name and category,INFERRED,50,Banuta;Chor;Efreet;Trapwood,P2,"map regions: Banuta,Chor,Efreet,Trapwood",./dat/objects.srv,UNRESOLVED
2514,a grass mat,,item,unspecified,INFERRED,no categorising flag,vegetation,INFERRED,name:grass,Unmove,,name:a grass mat|item,shared name and category,INFERRED,50,Banuta;Chor;Efreet;Trapwood,P2,"map regions: Banuta,Chor,Efreet,Trapwood",./dat/objects.srv,UNRESOLVED
2515,a straw mat,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a straw mat|item,shared name and category,INFERRED,19,Camp;PortHope;Trapwood,P2,"map regions: Camp,PortHope,Trapwood",./dat/objects.srv,UNRESOLVED
2516,a straw mat,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a straw mat|item,shared name and category,INFERRED,19,Camp;PortHope;Trapwood,P2,"map regions: Camp,PortHope,Trapwood",./dat/objects.srv,UNRESOLVED
2517,a straw mat,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a straw mat|item,shared name and category,INFERRED,20,Camp;PortHope;Trapwood,P2,"map regions: Camp,PortHope,Trapwood",./dat/objects.srv,UNRESOLVED
2518,a straw mat,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a straw mat|item,shared name and category,INFERRED,20,Camp;PortHope;Trapwood,P2,"map regions: Camp,PortHope,Trapwood",./dat/objects.srv,UNRESOLVED
2519,a barrel,,container,container,DEMONSTRATED,flag:Container,furniture,INFERRED,name:barrel,"Container,Destroy,Height,Unpass",,name:a barrel|container,shared name and category,INFERRED,75,Amazons;Ankrahmun;Camp;Carlin;Cormaya;Darashia;Edron;Efreet;Fieldofglory;Folda;Ghostlands;Ghostship;Greenshore;HellsGate;Hills;Kazordoon;KingsIsle;Marid;Minoroom;Necropolis;Northport;Orc;PortHope;Senja;Shadowthorn;Swamp;Thais;Venore;VenoreDragons,P2,"map regions: Amazons,Ankrahmun,Camp,Carlin,Cormaya,Darashia,Edron,Efreet,Fieldofglory,Folda,Ghostlands,Ghostship,Greenshore,HellsGate,Hills,Kazordoon,KingsIsle,Marid,Minoroom,Necropolis,Northport,Orc,PortHope,Senja,Shadowthorn,Swamp,Thais,Venore,VenoreDragons",./dat/objects.srv,UNRESOLVED
2520,a water cask,,usable,liquid_source,DEMONSTRATED,flag:LiquidSource,water,INFERRED,name:water,"LiquidSource,Unlay,Unmove,Unpass",,name:a water cask|usable,shared name and category,INFERRED,45,Amazons;Ankrahmun;Carlin;Darashia;Edron;Elvenbane;FibulaDungeon;Fieldofglory;Hills;Kazordoon;KingsIsle;Marid;Minoroom;Mists;PortHope;Rookgaard;Shadowthorn;Sternum;Thais;Trollcaves;Venore,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
2521,a lemonade cask,,usable,liquid_source,DEMONSTRATED,flag:LiquidSource,unclassified_named,UNRESOLVED,name matched no art keyword,"LiquidSource,Unlay,Unmove,Unpass",,name:a lemonade cask|usable,shared name and category,INFERRED,16,Ankrahmun;Carlin;Edron;Fibula;FibulaDungeon;Greenshore;Marid;PortHope;Trollcaves;Venore,P2,"map regions: Ankrahmun,Carlin,Edron,Fibula,FibulaDungeon,Greenshore,Marid,PortHope,Trollcaves,Venore",./dat/objects.srv,UNRESOLVED
2522,a wine cask,,usable,liquid_source,DEMONSTRATED,flag:LiquidSource,unclassified_named,UNRESOLVED,name matched no art keyword,"LiquidSource,Unlay,Unmove,Unpass",,name:a wine cask|usable,shared name and category,INFERRED,95,Ab'Dendriel;Ankrahmun;Camp;Carlin;Cormaya;Edron;Efreet;Elvenbane;Fibula;FibulaDungeon;Fieldofglory;Folda;Ghostlands;Greenshore;Havoc;HellsGate;Hills;Home;Kazordoon;Minocity;Mists;Northport;Orc;PortHope;Rookgaard;Senja;Sternum;Swamp;Thais;Trollcaves;Venore;VenoreDragons,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
2523,a barrel,,container,container,DEMONSTRATED,flag:Container,furniture,INFERRED,name:barrel,"Container,Destroy,Height,Unpass",,name:a barrel|container,shared name and category,INFERRED,196,Ab'Dendriel;Amazons;Ankrahmun;Banuta;Camp;Carlin;Cormaya;Darashia;Edron;Efreet;Fibula;FibulaDungeon;Fieldofglory;Folda;Greenshore;Havoc;HellsGate;Hills;Kazordoon;KingsIsle;Marid;Minocity;Minoroom;Necropolis;Northport;Orc;PortHope;Rookgaard;Senja;Shadowthorn;Sternum;Stonehome;Swamp;Thais;Trollcaves;Vega;Venore;VenoreDragons,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
2524,a trough,,usable,liquid_container,DEMONSTRATED,flag:LiquidContainer,unclassified_named,UNRESOLVED,name matched no art keyword,"Destroy,Height,LiquidContainer,MultiUse,Unpass",liquid_colour,name:a trough|usable,shared name and category,INFERRED,102,Ab'Dendriel;Ankrahmun;Camp;Cormaya;Darashia;Edron;Efreet;Elvenbane;Fibula;FibulaDungeon;Fieldofglory;Folda;Havoc;Kazordoon;KingsIsle;Minocity;Minoroom;Orc;PortHope;Rookgaard;Senja;Sternum;Stonehome;Swamp;Thais;Trapwood;Trollcaves;Venore;VenoreDragons,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
2525,a beer cask,,usable,liquid_source,DEMONSTRATED,flag:LiquidSource,unclassified_named,UNRESOLVED,name matched no art keyword,"LiquidSource,Unlay,Unmove,Unpass",,name:a beer cask|usable,shared name and category,INFERRED,124,Ab'Dendriel;Amazons;Camp;Carlin;Cormaya;Darashia;Desert;Edron;Efreet;Elvenbane;Fibula;FibulaDungeon;Fieldofglory;Folda;Ghostlands;Greenshore;Havoc;HellsGate;Hills;Home;Kazordoon;Minocity;Northport;Orc;PortHope;Senja;Sternum;Stonehome;Swamp;Thais;Trollcaves;Venore;VenoreDragons,P2,"map regions: Ab'Dendriel,Amazons,Camp,Carlin,Cormaya,Darashia,Desert,Edron,Efreet,Elvenbane,Fibula,FibulaDungeon,Fieldofglory,Folda,Ghostlands,Greenshore,Havoc,HellsGate,Hills,Home,Kazordoon,Minocity,Northport,Orc,PortHope,Senja,Sternum,Stonehome,Swamp,Thais,Trollcaves,Venore,VenoreDragons",./dat/objects.srv,UNRESOLVED
2526,a dustbin,,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"CollisionEvent,Unmove,Unpass",,name:a dustbin|structure,shared name and category,INFERRED,389,Ab'Dendriel;Amazons;Ankrahmun;Banuta;Camp;Carlin;Cormaya;Darashia;Desert;Edron;Elvenbane;Eremo;Fibula;FibulaDungeon;Fieldofglory;Ghostlands;Greenshore;Havoc;HellsGate;Hills;Kazordoon;KingsIsle;Marid;Minocity;Minoroom;Mists;Northport;PortHope;Rookgaard;Senja;Sternum;Stonehome;Swamp;Thais;Trollcaves;Venore;VenoreDragons,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
2527,a big wine cask,,usable,liquid_source,DEMONSTRATED,flag:LiquidSource,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,LiquidSource,Unlay,Unmove,Unpass",,name:a big wine cask|usable,shared name and category,INFERRED,17,Darashia;Edron;Ghostlands;Hills;Kazordoon;KingsIsle;Orc;PortHope;Thais;Venore,P2,"map regions: Darashia,Edron,Ghostlands,Hills,Kazordoon,KingsIsle,Orc,PortHope,Thais,Venore",./dat/objects.srv,UNRESOLVED
2528,a big wine cask,,usable,liquid_source,DEMONSTRATED,flag:LiquidSource,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,LiquidSource,Unlay,Unmove,Unpass",,name:a big wine cask|usable,shared name and category,INFERRED,17,Darashia;Edron;Ghostlands;Hills;Kazordoon;KingsIsle;Orc;PortHope;Thais;Venore,P2,"map regions: Darashia,Edron,Ghostlands,Hills,Kazordoon,KingsIsle,Orc,PortHope,Thais,Venore",./dat/objects.srv,UNRESOLVED
2529,a big wine cask,,usable,liquid_source,DEMONSTRATED,flag:LiquidSource,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,LiquidSource,Unlay,Unmove,Unpass",,name:a big wine cask|usable,shared name and category,INFERRED,17,Darashia;Edron;Ghostlands;Hills;Kazordoon;KingsIsle;Orc;PortHope;Thais;Venore,P2,"map regions: Darashia,Edron,Ghostlands,Hills,Kazordoon,KingsIsle,Orc,PortHope,Thais,Venore",./dat/objects.srv,UNRESOLVED
2530,a big wine cask,,usable,liquid_source,DEMONSTRATED,flag:LiquidSource,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,LiquidSource,Unlay,Unmove,Unpass",,name:a big wine cask|usable,shared name and category,INFERRED,17,Darashia;Edron;Ghostlands;Hills;Kazordoon;KingsIsle;Orc;PortHope;Thais;Venore,P2,"map regions: Darashia,Edron,Ghostlands,Hills,Kazordoon,KingsIsle,Orc,PortHope,Thais,Venore",./dat/objects.srv,UNRESOLVED
2531,a big wine cask,,usable,liquid_source,DEMONSTRATED,flag:LiquidSource,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,LiquidSource,Unlay,Unmove,Unpass",,name:a big wine cask|usable,shared name and category,INFERRED,5,Camp;Cormaya;Edron;Kazordoon;Senja,P2,"map regions: Camp,Cormaya,Edron,Kazordoon,Senja",./dat/objects.srv,UNRESOLVED
2532,a big wine cask,,usable,liquid_source,DEMONSTRATED,flag:LiquidSource,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,LiquidSource,Unlay,Unmove,Unpass",,name:a big wine cask|usable,shared name and category,INFERRED,5,Camp;Cormaya;Edron;Kazordoon;Senja,P2,"map regions: Camp,Cormaya,Edron,Kazordoon,Senja",./dat/objects.srv,UNRESOLVED
2533,a big wine cask,,usable,liquid_source,DEMONSTRATED,flag:LiquidSource,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,LiquidSource,Unlay,Unmove,Unpass",,name:a big wine cask|usable,shared name and category,INFERRED,5,Camp;Cormaya;Edron;Kazordoon;Senja,P2,"map regions: Camp,Cormaya,Edron,Kazordoon,Senja",./dat/objects.srv,UNRESOLVED
2534,a big wine cask,,usable,liquid_source,DEMONSTRATED,flag:LiquidSource,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,LiquidSource,Unlay,Unmove,Unpass",,name:a big wine cask|usable,shared name and category,INFERRED,5,Camp;Cormaya;Edron;Kazordoon;Senja,P2,"map regions: Camp,Cormaya,Edron,Kazordoon,Senja",./dat/objects.srv,UNRESOLVED
2535,an oven,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Height,Light,Unmove,Unpass",,name:an oven|decoration,shared name and category,INFERRED,87,Ab'Dendriel;Camp;Carlin;Darashia;Desert;Edron;Elvenbane;FibulaDungeon;Fieldofglory;Havoc;HellsGate;Hills;Home;Kazordoon;KingsIsle;Marid;Minocity;Minoroom;Mists;Orc;Rookgaard;Senja;Shadowthorn;Sternum;Stonehome;Thais;Trollcaves;Venore,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
2536,an oven,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Height,Light,Unmove,Unpass",,name:an oven|decoration,shared name and category,INFERRED,211,Ab'Dendriel;Amazons;Ankrahmun;Banuta;Camp;Carlin;Cormaya;Darashia;Edron;Elvenbane;Fibula;FibulaDungeon;Fieldofglory;Ghostlands;Greenshore;HellsGate;Hills;Kazordoon;Minocity;Mists;Northport;Orc;PortHope;Senja;Sternum;Stonehome;Swamp;Thais;Trollcaves;Venore;VenoreDragons,P2,"map regions: Ab'Dendriel,Amazons,Ankrahmun,Banuta,Camp,Carlin,Cormaya,Darashia,Edron,Elvenbane,Fibula,FibulaDungeon,Fieldofglory,Ghostlands,Greenshore,HellsGate,Hills,Kazordoon,Minocity,Mists,Northport,Orc,PortHope,Senja,Sternum,Stonehome,Swamp,Thais,Trollcaves,Venore,VenoreDragons",./dat/objects.srv,UNRESOLVED
2537,an oven,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Height,Light,Unmove,Unpass",,name:an oven|decoration,shared name and category,INFERRED,15,Darashia;Edron;Eremo;KingsIsle;Senja;Shadowthorn;Stonehome;Swamp;Vega;Venore,P2,"map regions: Darashia,Edron,Eremo,KingsIsle,Senja,Shadowthorn,Stonehome,Swamp,Vega,Venore",./dat/objects.srv,UNRESOLVED
2538,an oven,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Height,Light,Unmove,Unpass",,name:an oven|decoration,shared name and category,INFERRED,84,Ankrahmun;Carlin;Cormaya;Darashia;Desert;Edron;Fibula;FibulaDungeon;Fieldofglory;Ghostlands;Greenshore;Kazordoon;Minocity;Northport;PortHope;Senja;Stonehome;Thais;Venore,P2,"map regions: Ankrahmun,Carlin,Cormaya,Darashia,Desert,Edron,Fibula,FibulaDungeon,Fieldofglory,Ghostlands,Greenshore,Kazordoon,Minocity,Northport,PortHope,Senja,Stonehome,Thais,Venore",./dat/objects.srv,UNRESOLVED
2539,an oven,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Height,Light,Unmove,Unpass",,name:an oven|decoration,shared name and category,INFERRED,15,Carlin;Darashia;Edron;Eremo;Home;Kazordoon;Marid;Minocity;Northport;Orc;Shadowthorn;Stonehome,P2,"map regions: Carlin,Darashia,Edron,Eremo,Home,Kazordoon,Marid,Minocity,Northport,Orc,Shadowthorn,Stonehome",./dat/objects.srv,UNRESOLVED
2540,an oven,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Height,Light,Unmove,Unpass",,name:an oven|decoration,shared name and category,INFERRED,70,Ab'Dendriel;Ankrahmun;Camp;Carlin;Cormaya;Darashia;Desert;Edron;Fibula;Fieldofglory;Ghostlands;Greenshore;HellsGate;Kazordoon;Northport;Senja;Stonehome;Thais;Venore,P2,"map regions: Ab'Dendriel,Ankrahmun,Camp,Carlin,Cormaya,Darashia,Desert,Edron,Fibula,Fieldofglory,Ghostlands,Greenshore,HellsGate,Kazordoon,Northport,Senja,Stonehome,Thais,Venore",./dat/objects.srv,UNRESOLVED
2541,an oven,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Height,Light,Unmove,Unpass",,name:an oven|decoration,shared name and category,INFERRED,30,Ab'Dendriel;Amazons;Camp;Carlin;Cormaya;Darashia;Edron;Eremo;Home;Kazordoon;Mists;Orc;Rookgaard;Senja;Shadowthorn;Sternum;Stonehome;Venore,P1,sector nearest mark Rookgaard,./dat/objects.srv,UNRESOLVED
2542,an oven,,decoration,light_source,DEMONSTRATED,flag:Light,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,ChangeUse,Height,Light,Unmove,Unpass",,name:an oven|decoration,shared name and category,INFERRED,92,Ab'Dendriel;Ankrahmun;Camp;Carlin;Cormaya;Darashia;Desert;Edron;Fibula;FibulaDungeon;Fieldofglory;Ghostlands;Greenshore;HellsGate;Hills;Kazordoon;Minocity;Northport;PortHope;Senja;Thais;Venore,P2,"map regions: Ab'Dendriel,Ankrahmun,Camp,Carlin,Cormaya,Darashia,Desert,Edron,Fibula,FibulaDungeon,Fieldofglory,Ghostlands,Greenshore,HellsGate,Hills,Kazordoon,Minocity,Northport,PortHope,Senja,Thais,Venore",./dat/objects.srv,UNRESOLVED
2543,a box,,container,chest,DEMONSTRATED,flag:Chest,furniture,INFERRED,name:box,"Chest,Disguise,Height,Unmove,Unpass",,alias:2469,DisguiseTarget=2469,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2544,a wooden coffin,,container,chest,DEMONSTRATED,flag:Chest,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Chest,Disguise,Height,Unmove,Unpass",,alias:2476,DisguiseTarget=2476,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2545,a wooden coffin,,container,chest,DEMONSTRATED,flag:Chest,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Chest,Disguise,Height,Unmove,Unpass",,alias:2474,DisguiseTarget=2474,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2546,a chest,,container,chest,DEMONSTRATED,flag:Chest,unclassified_named,UNRESOLVED,name matched no art keyword,"Chest,Disguise,Height,Unmove,Unpass",,alias:2472,DisguiseTarget=2472,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2547,a bananapalm,,container,chest,DEMONSTRATED,flag:Chest,vegetation,INFERRED,name:palm,"Bottom,Chest,Disguise,Unlay,Unmove,Unpass",,alias:3639,DisguiseTarget=3639,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2548,a dead dragon,,container,chest,DEMONSTRATED,flag:Chest,unclassified_named,UNRESOLVED,name matched no art keyword,"Chest,Disguise,Unmove",,alias:4025,DisguiseTarget=4025,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2549,a honeyflower patch,,container,chest,DEMONSTRATED,flag:Chest,vegetation,INFERRED,name:flower,"Chest,Disguise,Height,Unmove,Unpass",,alias:2984,DisguiseTarget=2984,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2550,a dead human,,container,chest,DEMONSTRATED,flag:Chest,unclassified_named,UNRESOLVED,name matched no art keyword,"Chest,Disguise,Unmove",,alias:4240,DisguiseTarget=4240,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2551,a box,,container,chest,DEMONSTRATED,flag:Chest,furniture,INFERRED,name:box,"Chest,Disguise,Height,Unmove,Unpass",,alias:2473,DisguiseTarget=2473,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2552,a dead tree,,container,chest,DEMONSTRATED,flag:Chest,vegetation,INFERRED,name:tree,"Bottom,Chest,Disguise,Unlay,Unmove,Unpass",,alias:3634,DisguiseTarget=3634,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2553,drawers,,container,chest,DEMONSTRATED,flag:Chest,furniture,INFERRED,name:drawer,"Chest,Disguise,Height,Unmove,Unpass",,alias:2433,DisguiseTarget=2433,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2554,drawers,,container,chest,DEMONSTRATED,flag:Chest,furniture,INFERRED,name:drawer,"Chest,Disguise,Height,Unmove,Unpass",,alias:2434,DisguiseTarget=2434,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2555,a small hole,,container,chest,DEMONSTRATED,flag:Chest,unclassified_named,UNRESOLVED,name matched no art keyword,"Avoid,Bank,Chest,Disguise,Unmove",,alias:387,DisguiseTarget=387,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2556,a loose board,,container,chest,DEMONSTRATED,flag:Chest,unclassified_named,UNRESOLVED,name matched no art keyword,"Avoid,Bank,Chest,Disguise,Unmove",,alias:408,DisguiseTarget=408,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2557,a pile of bones,,container,chest,DEMONSTRATED,flag:Chest,bone,INFERRED,name:bone,"Chest,Disguise,Unmove",,alias:4285,DisguiseTarget=4285,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2558,a bookcase,,container,chest,DEMONSTRATED,flag:Chest,unclassified_named,UNRESOLVED,name matched no art keyword,"Chest,Disguise,Height,Unlay,Unmove,Unpass",,alias:2435,DisguiseTarget=2435,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2559,a bookcase,,container,chest,DEMONSTRATED,flag:Chest,unclassified_named,UNRESOLVED,name matched no art keyword,"Chest,Disguise,Height,Unlay,Unmove,Unpass",,alias:2438,DisguiseTarget=2438,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2560,a stone coffin,,container,chest,DEMONSTRATED,flag:Chest,rock,INFERRED,name:stone,"Bottom,Chest,Disguise,Height,Unmove,Unpass",,alias:1983,DisguiseTarget=1983,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2561,a barrel,,container,chest,DEMONSTRATED,flag:Chest,furniture,INFERRED,name:barrel,"Chest,Disguise,Height,Unmove,Unpass",,alias:2523,DisguiseTarget=2523,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2562,a hollow stone,,container,chest,DEMONSTRATED,flag:Chest,rock,INFERRED,name:stone,"Bottom,Chest,Disguise,Height,Unlay,Unmove,Unpass",,alias:1777,DisguiseTarget=1777,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2563,a pile of bones,,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,bone,INFERRED,name:bone,"Disguise,Unlay,Unmove,Unpass",,alias:4305,DisguiseTarget=4305,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2564,a sarcophagus,,container,chest,DEMONSTRATED,flag:Chest,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Chest,Disguise,Height,Unmove,Unpass",,alias:1994,DisguiseTarget=1994,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2565,a sarcophagus,,container,chest,DEMONSTRATED,flag:Chest,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Chest,Disguise,Height,Unmove,Unpass",,alias:1992,DisguiseTarget=1992,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2566,a lever,,usable,interactable,DEMONSTRATED,flag:use,unclassified_named,UNRESOLVED,name matched no art keyword,"Disguise,Unmove,UseEvent",,alias:2772,DisguiseTarget=2772,DEMONSTRATED,18,Ankrahmun;Banuta;Oasis;Trollcaves,P2,"map regions: Ankrahmun,Banuta,Oasis,Trollcaves",./dat/objects.srv,UNRESOLVED
2567,a lever,It doesn't move,usable,interactable,DEMONSTRATED,flag:use,unclassified_named,UNRESOLVED,name matched no art keyword,"Disguise,Expire,Unmove,UseEvent",,alias:2773,DisguiseTarget=2773,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2568,a cobra statue,,readable,text,DEMONSTRATED,flag:Text,statue,INFERRED,name:statue,"Bottom,Disguise,Text,Unlay,Unmove,Unpass",,alias:2054,DisguiseTarget=2054,DEMONSTRATED,1,Ankrahmun,P2,map regions: Ankrahmun,./dat/objects.srv,UNRESOLVED
2569,a lever,,usable,interactable,DEMONSTRATED,flag:use,unclassified_named,UNRESOLVED,name matched no art keyword,"Disguise,Unmove,UseEvent",,alias:2772,DisguiseTarget=2772,DEMONSTRATED,12,Ankrahmun;Efreet;Marid,P2,"map regions: Ankrahmun,Efreet,Marid",./dat/objects.srv,UNRESOLVED
2570,a lever,,usable,interactable,DEMONSTRATED,flag:use,unclassified_named,UNRESOLVED,name matched no art keyword,"Disguise,Unmove,UseEvent",,alias:2773,DisguiseTarget=2773,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2571,a stone,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,rock,INFERRED,name:stone,"Bottom,Disguise,Expire,Unlay,Unmove,Unpass",,alias:1772,DisguiseTarget=1772,DEMONSTRATED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2572,a red carpet,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:a red carpet|terrain,shared name and category,INFERRED,125,Ab'Dendriel;Ankrahmun;Banuta;Carlin;Chor;Cormaya;Darashia;Desert;Edron;Efreet;Elvenbane;FibulaDungeon;Fieldofglory;Folda;Ghostlands;Greenshore;HellsGate;Hills;Home;Kazordoon;KingsIsle;Marid;Minocity;Northport;Oasis;PortHope;Rookgaard;Senja;Stonehome;Thais;Trollcaves;Vega;Venore,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
